video_id,question_id,type,question_content,templ_values,question_deleted,anser,question,Quest_hindi,ans_hindi,hinglish_question
00007031,12040,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""ukulele""]",0,yes,Is there a ukulele sound?,क्या कोई यूकेलेल ध्वनि है?,हाँ,kya koi ukullee sound hai?
00008399,12041,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""pipa""]",0,yes,Is there a pipa sound?,क्या कोई पीपा ध्वनि है?,हाँ,kya pipa sound hai?
00008582,12046,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""violin"", ""cello""]",0,yes,Are there violin and cello instruments in the video?,क्या वीडियो में वायलिन और सेलो वाद्ययंत्र हैं?,हाँ,kya video me Golino aur cello stans hai?
00007748,12047,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""left""]",0,yes,Is the first sound coming from the left instrument?,क्या पहली ध्वनि बाएँ वाद्य यंत्र से आ रही है?,हाँ,kya first sound baad character se aane wala hai?
00003435,12053,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left louder than the instrument on the right?,क्या बायीं ओर का वाद्ययंत्र दाहिनी ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,नहीं,kya leftick par use on the spant se bacha hai ?
00005167,12054,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""flute"", ""left"", ""piano"", ""right""]",0,yes,Is the flute on the left louder than the piano on the right?,क्या बायीं ओर की बांसुरी दायीं ओर के पियानो से अधिक ऊंची है?,हाँ,kya piano se bache pehle leke par leke par laga hai?
00001508,12055,"[""Audio"", ""Comparative""]",Is the <Object> louder than the <Object>?,"[""acoustic_guitar"", ""violin""]",0,no,Is the acoustic_guitar louder than the violin?,क्या ध्वनिक_गिटार वायलिन से अधिक तेज़ है?,नहीं,kya acustic_ guitar se chal raha hai worke se?
00006008,12057,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""ukulele"", ""left"", ""ukulele"", ""right""]",0,no,Is the ukulele on the left louder than the ukulele on the right?,क्या बायीं ओर का युकुलेले दाहिनी ओर के युकुलेले से अधिक तेज़ है?,नहीं,kya laukle on the laughle se bache hai ?
00001482,12058,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""ukulele"", ""middle"", ""ukulele"", ""left""]",0,no,Is the ukulele on the middle more rhythmic than the ukulele on the left?,क्या बीच का यूकुलेले बायीं ओर के यूकुलेले की तुलना में अधिक लयबद्ध है?,नहीं,kya abhi baad bouklee se ache aur lawic par laki hai ?
00006899,12063,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""violin""]",0,yes,Is there a violin sound?,क्या कोई वायलिन ध्वनि है?,हाँ,kya koi Loline sound hai?
00001556,12064,"[""Audio"", ""Comparative""]",Is the <Object> louder than the <Object>?,"[""bassoon"", ""violin""]",0,no,Is the bassoon louder than the violin?,क्या अलगोजा वायलिन से अधिक ऊँचा है?,नहीं,kya bassonlown se pehle hai ?
00004590,12065,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""cello""]",0,yes,Is there a cello in the entire video?,क्या पूरे वीडियो में कोई सेलो है?,हाँ,kya entire video me koi cello hai ?
00001798,12066,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""left""]",0,yes,Is the first sound coming from the left instrument?,क्या पहली ध्वनि बाएँ वाद्य यंत्र से आ रही है?,हाँ,kya first sound baad character se aane wala hai?
00002456,12074,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""left""]",0,no,Is the first sound coming from the left instrument?,क्या पहली ध्वनि बाएँ वाद्य यंत्र से आ रही है?,नहीं,kya first sound baad character se aane wala hai?
00008642,12077,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""piano"", ""violin""]",0,yes,Are there piano and violin sound? ,क्या पियानो और वायलिन की ध्वनि है?,हाँ,kya piano aur Loline sound hai?
00006060,12081,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00004844,12082,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00007315,12083,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""violin"", ""acoustic_guitar""]",0,yes,Are there violin and acoustic_guitar sound? ,क्या वायलिन और ध्वनिक_गिटार ध्वनि हैं?,हाँ,kya voline aur acustic suna hai_Gitar sound hai ?
00005454,12086,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""tuba""]",0,yes,Is there a tuba in the entire video?,क्या पूरे वीडियो में कोई टुबा है?,हाँ,kya entire video me koi trucka hai?
00005410,12088,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""violin"", ""left"", ""cello"", ""right""]",0,no,Is the violin on the left more rhythmic than the cello on the right?,क्या बाईं ओर का वायलिन दाईं ओर के सेलो की तुलना में अधिक लयबद्ध है?,नहीं,kya Lobin ko cello se bachne wale aur lambic par hai ?
00001566,12091,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""ukulele""]",0,yes,Is there a ukulele sound?,क्या कोई यूकेलेल ध्वनि है?,हाँ,kya koi ukullee sound hai?
00006805,12092,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""violin"", ""acoustic_guitar""]",0,yes,Are there violin and acoustic_guitar sound? ,क्या वायलिन और ध्वनिक_गिटार ध्वनि हैं?,हाँ,kya voline aur acustic suna hai_Gitar sound hai ?
00005561,12093,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""erhu"", ""cello""]",0,yes,Are there erhu and cello sound? ,क्या एरु और सेलो ध्वनि हैं?,हाँ,kya whoh aur cello sound hai ?
00002476,12094,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""saxophone"", ""right"", ""electric_bass"", ""left""]",0,yes,Is the saxophone on the right louder than the electric_bass on the left?,क्या दाहिनी ओर का सैक्सोफोन बायीं ओर के इलेक्ट्रिक बास से अधिक तेज़ है?,हाँ,kya saxo phone on the ride_bass se bache hai ?
00002766,12096,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""cello""]",0,yes,Is there a cello in the entire video?,क्या पूरे वीडियो में कोई सेलो है?,हाँ,kya entire video me koi cello hai ?
00007623,12098,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""piano"", ""tuba""]",0,yes,Are there piano and tuba sound? ,क्या पियानो और टुबा ध्वनि हैं?,हाँ,kya piano aur turna sound hai?
00007490,12102,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""saxophone""]",0,no,Is there a saxophone sound?,क्या कोई सैक्सोफोन ध्वनि है?,नहीं,kya saxohone sound hai ?
00006657,12104,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""guzheng"", ""violin""]",0,yes,Are there guzheng and violin sound? ,क्या गुझेंग और वायलिन की ध्वनि है?,हाँ,kya koi guzhheging aur Lobin ko sound hai?
00003755,12107,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""violin"", ""cello""]",0,yes,Are there violin and cello instruments in the video?,क्या वीडियो में वायलिन और सेलो वाद्ययंत्र हैं?,हाँ,kya video me Golino aur cello stans hai?
00007889,12109,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""cello"", ""right"", ""ukulele"", ""left""]",0,yes,Is the cello on the right louder than the ukulele on the left?,क्या दाहिनी ओर का सेलो बायीं ओर के युकुलेले से ज़्यादा तेज़ है?,हाँ,kya cello leke par lekee se raste mein cello hai ?
00003417,12110,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""banjo""]",0,yes,Is there a banjo in the entire video?,क्या पूरे वीडियो में कोई बैंजो है?,हाँ,kya entire video me koi band jo hai ?
00004976,12113,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""suona""]",0,yes,Is there a suona sound?,क्या कोई सुओना ध्वनि है?,हाँ,kya sanona sound hai?
00002579,12114,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""acoustic_guitar"", ""right"", ""violin"", ""left""]",0,no,Is the acoustic_guitar on the right more rhythmic than the violin on the left?,क्या दाईं ओर का ध्वनिक गिटार बाईं ओर के वायलिन की तुलना में अधिक लयबद्ध है?,नहीं,kya the acustic_ guitar on the Loughic on the volience se bache hai ?
00004893,12119,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""drum""]",0,yes,Is there a drum sound?,क्या कोई ड्रम ध्वनि है?,हाँ,kya koi bant sound hai?
00002492,12120,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""trumpet""]",0,yes,Is there a trumpet sound?,क्या कोई तुरही की ध्वनि है?,हाँ,kya koi rush sound hai?
00001153,12122,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""clarinet""]",0,yes,Is there a clarinet sound?,क्या शहनाई की ध्वनि है?,हाँ,kya koi clarint sound hai?
00005181,12125,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""electric_bass""]",0,no,Is there a electric_bass sound?,क्या कोई इलेक्ट्रिक बास ध्वनि है?,नहीं,kya koi electric_bas sound hai?
00005324,12127,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""saxophone""]",0,yes,Is there a saxophone in the entire video?,क्या पूरे वीडियो में सैक्सोफोन है?,हाँ,kya entire video me saxohone hai ?
00002464,12130,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""piano"", ""saxophone""]",0,yes,Are there piano and saxophone sound? ,क्या पियानो और सैक्सोफोन की ध्वनि है?,हाँ,kya piano aur saxohone sound hai?
00001325,12131,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""tuba"", ""bassoon""]",0,yes,Are there tuba and bassoon sound? ,क्या टुबा और बैसून की ध्वनि है?,हाँ,kya turna aur bason sound hai?
00004362,12132,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""xylophone"", ""right"", ""piano"", ""left""]",0,yes,Is the xylophone on the right more rhythmic than the piano on the left?,क्या दाईं ओर का जाइलोफोन बाईं ओर के पियानो की तुलना में अधिक लयबद्ध है?,हाँ,kya xylophone abhi baad piano se zyada se zyada hoti hai ?
00007347,12133,"[""Audio"", ""Comparative""]",Is the <Object> louder than the <Object>?,"[""violin"", ""piano""]",0,yes,Is the violin louder than the piano?,क्या वायलिन पियानो से तेज़ है?,हाँ,kya Folio se piano se bache hai?
00002029,12134,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""violin""]",0,yes,Is there a violin sound?,क्या कोई वायलिन ध्वनि है?,हाँ,kya koi Loline sound hai?
00002531,12136,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""violin"", ""left"", ""accordion"", ""right""]",0,no,Is the violin on the left more rhythmic than the accordion on the right?,क्या बायीं ओर का वायलिन दायीं ओर के अकॉर्डियन की तुलना में अधिक लयबद्ध है?,नहीं,kya voline on the leftion se bache aur lampic par hai ?
00006992,12140,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""drum""]",0,yes,Is there a drum in the entire video?,क्या पूरे वीडियो में कोई ड्रम है?,हाँ,kya entire video me koi ladkar hai?
00001579,12141,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""pipa""]",0,yes,Is there a pipa sound?,क्या कोई पीपा ध्वनि है?,हाँ,kya pipa sound hai?
00000763,12144,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""piano"", ""middle"", ""violin"", ""right""]",0,no,Is the piano on the middle more rhythmic than the violin on the right?,क्या बीच का पियानो दाहिनी ओर के वायलिन की तुलना में अधिक लयबद्ध है?,नहीं,kya piano me middle se zyada samajh se bhi lambi hai ?
00000414,12145,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00008405,12146,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""ukulele"", ""left"", ""acoustic_guitar"", ""right""]",0,no,Is the ukulele on the left louder than the acoustic_guitar on the right?,क्या बायीं ओर का गिटार दायीं ओर के ध्वनिक गिटार से अधिक तेज़ है?,नहीं,kya acustic_ guitar se bache leke par lauklee par hai ?
00004423,12147,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""bagpipe""]",0,yes,Is there a bagpipe sound?,क्या कोई बैगपाइप ध्वनि है?,हाँ,kya bagipit sound hai?
00004696,12148,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00003109,12151,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""ukulele"", ""right"", ""bagpipe"", ""left""]",0,no,Is the ukulele on the right more rhythmic than the bagpipe on the left?,क्या दाईं ओर का यूकुलेले बाईं ओर के बैगपाइप की तुलना में अधिक लयबद्ध है?,नहीं,kya bagpipe se abhi zyada mila hoti hai?
00007595,12153,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""drum""]",0,yes,Is there a drum in the entire video?,क्या पूरे वीडियो में कोई ड्रम है?,हाँ,kya entire video me koi ladkar hai?
00008338,12158,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""violin"", ""accordion""]",0,yes,Are there violin and accordion sound? ,क्या वायलिन और अकॉर्डियन ध्वनि मौजूद है?,हाँ,kya voline aur pertion sound hai?
00004832,12161,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""bassoon"", ""piano""]",0,yes,Are there bassoon and piano sound? ,क्या बैसून और पियानो की ध्वनि है?,हाँ,kya basson aur piano sound hai?
00005695,12162,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""tuba""]",0,yes,Is there a tuba sound?,क्या कोई टुबा ध्वनि है?,हाँ,kya koi trucka sound hai?
00008710,12167,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""middle""]",0,yes,Is the first sound coming from the middle instrument?,क्या पहली ध्वनि बीच वाले यंत्र से आ रही है?,हाँ,kya middle animal se pehla sound aane wala hai ?
00001909,12168,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""right""]",0,yes,Is the first sound coming from the right instrument?,क्या पहली ध्वनि सही यंत्र से आ रही है?,हाँ,kya first sound aane wala hai right animate ?
00005655,12169,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""left""]",0,yes,Is the first sound coming from the left instrument?,क्या पहली ध्वनि बाएँ वाद्य यंत्र से आ रही है?,हाँ,kya first sound baad character se aane wala hai?
00004244,12174,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""flute""]",0,yes,Is there a flute sound?,क्या कोई बांसुरी की ध्वनि है?,हाँ,kya koi fill sound hai?
00001790,12181,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""piano""]",0,yes,Is there a piano in the entire video?,क्या पूरे वीडियो में कोई पियानो है?,हाँ,kya entire video mei piano hai?
00007738,12183,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left louder than the instrument on the right?,क्या बायीं ओर का वाद्ययंत्र दाहिनी ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya leftick par use on the spant se bacha hai ?
00007556,12188,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""violin"", ""accordion""]",0,yes,Are there violin and accordion instruments in the video?,क्या वीडियो में वायलिन और अकॉर्डियन वाद्ययंत्र हैं?,हाँ,kya video me voline aur adultion stants hai?
00000020,12192,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""drum"", ""drum""]",0,yes,Are there drum and drum instruments in the video?,क्या वीडियो में ड्रम और ड्रम वाद्ययंत्र हैं?,हाँ,kya video me koi ladkar aur steens hai?
00001791,12193,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""bagpipe""]",0,yes,Is there a bagpipe sound?,क्या कोई बैगपाइप ध्वनि है?,हाँ,kya bagipit sound hai?
00000479,12195,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""banjo""]",0,yes,Is there a banjo in the entire video?,क्या पूरे वीडियो में कोई बैंजो है?,हाँ,kya entire video me koi band jo hai ?
00002057,12196,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left louder than the instrument on the right?,क्या बायीं ओर का वाद्ययंत्र दाहिनी ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya leftick par use on the spant se bacha hai ?
00003165,12199,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""middle"", ""congas"", ""right""]",0,yes,Is the violin on the middle louder than the congas on the right?,क्या मध्य में वायलिन दाहिनी ओर के कोंगास से अधिक तेज़ है?,हाँ,kya volien on the middle par congass se zyada hai?
00000007,12200,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right louder than the instrument on the left?,क्या दाहिनी ओर का वाद्ययंत्र बायीं ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya found par the right lower par character se zyada hai ?
00000602,12203,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""right"", ""cello"", ""left""]",0,yes,Is the violin on the right louder than the cello on the left?,क्या दाहिनी ओर का वायलिन बाईं ओर के सेलो से अधिक तेज़ है?,हाँ,kya Lobin ko cello se the right low par hai ?
00002400,12211,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00002318,12212,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""piano""]",0,yes,Is there a piano in the entire video?,क्या पूरे वीडियो में कोई पियानो है?,हाँ,kya entire video mei piano hai?
00008244,12213,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""clarinet""]",0,yes,Is there a clarinet sound?,क्या शहनाई की ध्वनि है?,हाँ,kya koi clarint sound hai?
00000263,12215,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""drum"", ""right"", ""electric_bass"", ""left""]",0,yes,Is the drum on the right louder than the electric_bass on the left?,क्या दाहिनी ओर का ड्रम बायीं ओर के इलेक्ट्रिक बास से अधिक तेज़ है?,हाँ,kya baad ride_bass se right se firtle par hai ?
00002026,12216,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""piano"", ""right"", ""bassoon"", ""middle""]",0,no,Is the piano on the right louder than the bassoon on the middle?,क्या दाहिनी ओर का पियानो बीच वाले बैसून से अधिक तेज़ है?,नहीं,kya bason se the piano on the right lower on the middo?
00007404,12218,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""electric_bass""]",0,no,Is there a electric_bass sound?,क्या कोई इलेक्ट्रिक बास ध्वनि है?,नहीं,kya koi electric_bas sound hai?
00001453,12220,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""erhu"", ""middle"", ""guzheng"", ""right""]",0,yes,Is the erhu on the middle louder than the guzheng on the right?,क्या बीच का एरु दाहिनी ओर के गुझेंग से अधिक तेज़ है?,हाँ,kya the middle par guzheng se bachha hai ?
00008780,12225,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""cello""]",0,no,Is there a cello sound?,क्या कोई सेलो ध्वनि है?,नहीं,kya cello sound hai?
00006527,12228,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> more rhythmic than the <Object> on the <LR>?,"[""clarinet"", ""right"", ""bassoon"", ""middle""]",0,no,Is the clarinet on the right more rhythmic than the bassoon on the middle?,क्या दाहिनी ओर की शहनाई बीच की शहनाई की तुलना में अधिक लयबद्ध है?,नहीं,kya bason ke bason se zyada aur larint par hai?
00001256,12229,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""banjo"", ""electric_bass""]",0,no,Are there banjo and electric_bass sound? ,क्या बैंजो और इलेक्ट्रिक बास ध्वनि हैं?,नहीं,kya koi band jo aur electric_bass sound hai?
00000218,12230,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00003989,12233,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""piano""]",0,yes,Is there a piano in the entire video?,क्या पूरे वीडियो में कोई पियानो है?,हाँ,kya entire video mei piano hai?
00005632,12237,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""erhu""]",0,yes,Is there a erhu sound?,क्या कोई एरु ध्वनि है?,हाँ,kya koi erhu sound hai ?
00005712,12238,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""electric_bass""]",0,yes,Is there a electric_bass in the entire video?,क्या पूरे वीडियो में कोई इलेक्ट्रिक बास है?,हाँ,kya entire video me electric_bas hai ?
00004407,12240,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""pipa""]",0,no,Is there a pipa sound?,क्या कोई पीपा ध्वनि है?,नहीं,kya pipa sound hai?
00008112,12248,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""violin"", ""flute""]",0,yes,Are there violin and flute instruments in the video?,क्या वीडियो में वायलिन और बांसुरी वाद्ययंत्र हैं?,हाँ,kya video me voteen aur lack stants hai?
00008547,12251,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""bagpipe""]",0,yes,Is there a bagpipe in the entire video?,क्या पूरे वीडियो में कोई बैगपाइप है?,हाँ,kya entire video me bagpipe hai ?
00004564,12252,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""right""]",0,yes,Is the first sound coming from the right instrument?,क्या पहली ध्वनि सही यंत्र से आ रही है?,हाँ,kya first sound aane wala hai right animate ?
00005132,12255,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00004713,12260,"[""Audio"", ""Counting""]",Are there <Object> and <Object> sound? ,"[""flute"", ""trumpet""]",0,yes,Are there flute and trumpet sound? ,क्या बांसुरी और तुरही की ध्वनि है?,हाँ,kya koi foott aur rush sound hai?
00008453,12261,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left louder than the instrument on the right?,क्या बायीं ओर का वाद्ययंत्र दाहिनी ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya leftick par use on the spant se bacha hai ?
00008438,12264,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,no,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00004734,12267,"[""Visual"", ""Counting""]",Are there <Object> and <Object> instruments in the video?,"[""piano"", ""flute""]",0,yes,Are there piano and flute instruments in the video?,क्या वीडियो में पियानो और बांसुरी वाद्ययंत्र हैं?,हाँ,kya video me piano aur suske stants hai?
00006057,12268,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00005251,12269,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right louder than the instrument on the left?,क्या दाहिनी ओर का वाद्ययंत्र बायीं ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya found par the right lower par character se zyada hai ?
00003358,12272,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00004656,12273,"[""Audio-Visual"", ""Comparative""]",Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""bassoon"", ""middle"", ""saxophone"", ""right""]",0,no,Is the bassoon on the middle louder than the saxophone on the right?,क्या मध्य में बजने वाला बैसून दाहिनी ओर के सैक्सोफोन से अधिक तेज़ है?,नहीं,kya saxo behone se middon par basson hai ?
00002124,12277,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""congas""]",0,yes,Is there a congas sound?,क्या कोई कॉंगस ध्वनि है?,हाँ,kya koi congas sound hai?
